Id,Type,Name,Description,Priority,Status,Date,Deadline
1.301.422.433,Task,"Записаться/сходить на пробное занятие https://www.tendoryu-aikido.org/en/aikido/class-schedule/","",2,,,
1.301.434,Project,"Спорт","",,,,
1.301.434.435,Task,"Внедрить комплекс на тренировках https://youtube.com/watch?v=IGYQSTFnjzE&si=F2BGf5dRHJ2Ib3To","",2,,,
1.301.436,Project,"Деньги","",,,,
1.301.436.437,Task,"Подключить приложение от Исаака. (v.1 Спросить у Сергея Исаака, есть ли у меня договор клубный авто?)","",2,,,
1.301.436.438,Task,"Перевести все счета на Sparkasse","[{""insert"":""\n""}]",2,,,
1.301.436.438.439,Checklist,"10.11.2025 - Lastschrift SEPA-LASTSCHRIFT VON Drillisch Online GmbH 32932311755BDDLPFG IBAN -9,99€",,,,,
1.301.436.438.440,Checklist,"ZAHLUNG AN PAYPAL *EASYPARK 35314369001 SE VOM 10.10.",,,,,
1.301.436.438.441,Checklist,"05.11.2025 - Lastschrift Telefonica Germany",,,,,
1.301.436.438.442,Checklist,"ZAHLUNG AN STARLINK INTERNET Dublin 2 IE VOM 20.10.",,,+,,
1.301.436.438.443,Checklist,"ZAHLUNG AN PAYPAL *ITUNESAPPST APPLE 4029357733 IE VOM 21.10.",,,,,
1.301.436.438.444,Checklist,"SEPA-LASTSCHRIFT VON DB Vertrieb GmbH 32932311755BDCZLTD IBAN -58,00€",,,+,,
1.301.436.438.445,Checklist,"07.11.2025 - Kartenzahlung ZAHLUNG AN SLACK T086M8XAQFK DUBLIN 1 IE VOM 05.11.",,,,,
1.301.436.438.446,Checklist,"Написать Сергею",,,,,
1.301.436.438.447,Checklist,"ZAHLUNG AN APPLE.COM/BILL ITUNES.COM IE VOM 22.10. -0,99€",,,,,
1.301.436.438.448,Checklist,"10.11.2025 - Lastschrift SEPA-LASTSCHRIFT VON Drillisch Online GmbH 32932311755BDDLPFH IBAN-9,99€",,,,,
1.301.436.438.449,Checklist,"06.11.2025 - Lastschrift SEPA-LASTSCHRIFT VON Dialog Versicherung Aktiengesellschaft -8,92€",,,,,
1.301.436.450,Task,"Написать в налоговую Райникендорф вопрос о том, что делать мне с моим ИП?","",2,,,
1.301.436.451,Task,"Запросить возмещение за уборку ","",2,,,
1.301.436.452,Task,"Посчитать текущее состояние - долги (предоплаты, ожидания), активы","[{""insert"":""\n""}]",1,,,
1.301.436.453,Task,"Аня отправить в Генерали 3 счета за зубы + Маша","",2,,,
1.301.436.454,Task,"Составить список списаний со счетов","",1,,,
1.301.436.455,Task,"Заполнить анкету по Oud  для получения страховки","",1,,,
1.301.436.456,Task," Создать список повторяющихся платежей для бюджета","",2,,,
1.301.436.457,Task,"Отключить Denote, скачать все инвойсы, потом отключить","[{""insert"":""---------- Forwarded message ---------\nОт: KodePay \nDate: чт, 3 июл. 2025 г. в 12:37\nSubject: Your receipt from Denote\nTo: gmail.com>\n\n\nDenote\n\n\nReceipt from Denote\nUSD9.00\nPaid ""},{""attributes"":{""link"":""tel:2025-07-03""},""insert"":""2025-07-03""},{""insert"":"" 10:36:56 (UTC-0)\n\n\n [image: Stripe]\n\n\nTransaction number 805beda4-f857-11ef-9ab1-7208d8233c8a\n\nPayment method\n\n\n\nFriendly Reminder: This payment is for a subscription service and will be\nautomatically charged on a recurring basis. Thank you for your support! If\nyou need assistance, please reach out to us.\n\n\nThis order is serviced and fulfilled by Denote, and KodePay provides\npayment service support. If you have any questions, please contact\ndeveloper caohongyuan@""},{""attributes"":{""link"":""https://zingfront.com"",""bold"":true},""insert"":""zingfront.com""},{""insert"":"" and KodePay ""},{""attributes"":{""link"":""mailto:service@support.kodepay.io""},""insert"":""service@support.kodepay.io""},{""insert"":""\npowered by KodePay © 2023 Kodepay. All rights reserved.\n""}]",2,,,
1.301.436.458,Task,"Изучить предложение от Сергея по ARAG","",2,,,
1.301.436.459,Task,"Написать письмо в  Jobcenter, спросить, какие возможны формы финансирования","[{""insert"":""\n""}]",2,,,
1.301.436.460,Task,"Разобрать документы по зубам","",2,,,
1.301.436.461,Task,"Узнать, почему не возмещают чистку зубов?","",2,,,
1.301.436.462,Task,"Отписаться от fireflies.ai","",2,,,
1.301.436.463,Task,"Выбрать какой улучшить и оставить и продать все остальные iMac","",2,,,
1.301.436.464,Task,"Сделать отчет по подоходному за 2025 год","",2,,,
1.301.436.465,Task,"Поменять реквизиты киндергельд","",2,,,
1.301.436.466,Task,"Разобраться, почему не работает Барклайскард / заказать новую + восстановить Ане пин","",2,,,
1.301.436.467,Task,"Посмотреть Генерали за что вернули деньги и за что еще не вернули","",2,,,
1.301.436.468,Project,"Jobcenter","",,,,
1.301.436.468.469,Task,"Составить план действий по джобцентру","",2,,,
1.301.436.470,Project,"Свитшоты  продать","",,,,
1.301.471,Project,"Видео посмотреть (не больше 15)","",,,,
1.301.471.472,Task,"https://youtube.com/watch?v=lRifI8pu0c0&si=8YeYAT7ERIVoi4g_","",2,,,
1.301.471.473,Task,"Изучить видео использование RAG агента https://youtube.com/watch?v=5BDCBWE25Jg&si=c-zZplxaRXRnUAND","",2,,,
1.301.471.474,Task,"СЕКРЕТНЫЙ AI Workflow: как создать исследовательского ИИ агента n8n (подробный шаблон n8n) https://youtu.be/wJlRKfpCxwQ?si=8ZbeO4h3uHM72r2T","[{""insert"":""Сделать ИИ агента-исследователя\n""}]",2,,,
1.301.471.475,Task,"Максим Дорофеев — Джедайская техника 2.0 https://youtu.be/-DGTY6AB3bU?si=-PFeyTIzdmzbKDRJ ","",2,,,
1.301.471.476,Task,"Досмотреть видео, сделать заметки https://youtu.be/JJIo8Bdy7Vc?si=-vgpPOokVpAyzgyA ","",2,,,
1.301.471.477,Task,"Сделать контент завод по видео  https://youtu.be/BKBWTUuohIE?si=uALsRafV7xyF85Wm","",2,,,
1.301.471.478,Task,"https://youtu.be/kerGgbjjpgs?si=XqMi6JKAwBAvUJ8-","",2,,,
1.301.471.479,Task,"Сделать SEPA на вывоз макулатуры","",2,,,
1.301.480,Project,"Networking","",,,,
1.301.480.481,Task,"Позвонить Насте","",2,,,
1.301.480.482,Task,"Позвонить Боре, Наталье, роме(?), Насте","",2,,,
1.301.483,Project,"House","",,,,
1.301.483.484,Task,"Очистить обеденный стол от старого покрытия и покрыть новым","",2,,,
1.301.483.484.485,Task,"Решить, как снять покрытие со стола (лазер? сухой лед?)","",2,,,
1.301.483.484.486,Task,"Решить, чем покрыть стол","",2,,,
1.301.483.487,Task,"Посадить траву весной","",2,,,
1.301.483.488,Task,"Переделать стул - перетянуть спинку","",2,,,
1.301.483.489,Task,"Постричь газон","",2,,,
1.301.483.490,Task,"Купить черные PVC Netz и после этого заменить Миша, Маша, мы, Кухня","[{""insert"":""Размеры Ш х В\n\nМиша 132 (124) × 136 (137)""},{""attributes"":{""list"":""ordered""},""insert"":""\n""},{""insert"":""Маша 131 (124) × 136 ""},{""attributes"":{""list"":""ordered""},""insert"":""\n""},{""insert"":""Мы 170 (162) × 136""},{""attributes"":{""list"":""ordered""},""insert"":""\n""},{""insert"":""Гостиная 130 × 150""},{""attributes"":{""list"":""ordered""},""insert"":""\n""},{""insert"":""Кухня 120 (172) × 125""},{""attributes"":{""list"":""ordered""},""insert"":""\n""},{""insert"":""Ванная 90 × 90""},{""attributes"":{""list"":""ordered""},""insert"":""\n""},{""insert"":""Кладовка 130 × 119""},{""attributes"":{""list"":""ordered""},""insert"":""\n""}]",2,,,
1.301.483.491,Task,"Помыть кафель в ванной","",2,,,
1.301.483.492,Task,"Придумать Mesh для Starlink","",2,,,
1.301.483.493,Task," Помыть все фасады на кухне","",2,,,
1.301.483.494,Task," Помыть кафель в ванной в том числе пол ","",2,,,
1.301.483.495,Task,"Очистить газон","",2,,,
1.301.483.496,Task,"Сделать солнечные часы","",2,,,
1.301.483.497,Task,"Покрыть кафель в ванной краской? https://www.dulux.de/de/produkte/fliesenlack","",2,,,
1.301.483.498,Task,"Покрасить люк в саду, схема такая:👉 шлифовка → обезжиривание → грунт → хаки (RAL 6003)","",2,,,
1.301.483.499,Task,"Купить Markise","",2,,,
1.301.483.500,Task,"Краска, которую можно снять со стены https://unpaint.com/pages/paleta-de-colores","",2,,,
1.301.483.501,Task," Сделать коробку с розеткой под крышей для Starlink подвести к ней провод ","",2,,,
1.301.483.502,Task,"Побороть запах в ванной","",2,,,
1.301.483.503,Task,"Починить сетку в кладовке","",2,,,
1.301.483.504,Task,"Написать Хайманам про таблички соседей, плохой запах, спросить, будут ли менять окно при ремонте (Хайманы таблички запах окно)","",2,,,
1.301.505,Project,"Продажа старой и покупка новой машины","",,,,
1.301.506,Project,"Стратегия развития","",,,,
1.301.506.507,Task,"Stiftungs‒Holding https://www.hermes-c.de/stiftung","",2,,,
1.301.506.508,Task,"Steuerfreier Vermögensaufbau für GmbH- Geschäftsführer https://www.pensionio.de/unternehmer-report/","",2,,,
1.301.509,Project,"Мамина книга","",,,,
1.301.509.510,Task,"Сделать подписи к фотографиям","",2,,,
1.301.511,Project,"Хотелки","",,,,
1.301.511.512,Task,"Новый телевизор - проектор - экран. Размеры комнаты 6000х3800х2700, расстояние от дивана о стены 3000","",2,,,
1.301.511.513,Task,"Пострелять в тире","",2,,,
1.301.511.514,Task,"Найти жировую сетку","",2,,,
1.301.511.515,Task,"Если сделаю до конца мая оборот 50 000 старый Mercedes (макс 3500), если 100 000 то новый (макс 7000)","",2,,,
1.301.511.516,Task,"Если сделаю оборот 1000 евро, куплю кнопку Буст https://shopify.supply/products/chaching-button","",2,,,
1.517,Project,"TEVIQA","",,,,
1.517.518,Task,"Сделать пространство Google Workspace Teviqa","",2,,,
1.517.519,Task,"https://p2svc.substack.com/p/whats-going-on","",2,,,
1.517.520,Task,"Доделать договор Участники-Проприа","",2,,,
1.517.521,Task,"Посмотреть договор насчет финансирования патентов","",2,,,
1.517.522,Task,"Изучить возможности   HubSpot: отправка/получение емейлов, назначение задач","",2,,,
1.517.523,Task,"https://startupoekosystem.com/listing/airbus-bizlab-accelerator/","",2,,,
1.517.524,Task,"Разобрать материалы по фандрайзингу","",2,,,
1.517.525,Task,"Отработать https://p2s.vc","",2,,,
1.517.526,Task,"Отработать https://www.f6s.com","",2,,,
1.517.527,Task,"Отработать https://startupoekosystem.com/listing/airbus-bizlab-accelerator/","",2,,,
1.528,Project,"FollowUps","",,,,
